Gene	AA Sequence	Superfam ID	Superfam Name	Fold Name
amyA	7-404	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
    	405-491	51011	Glycosyl hydrolase domain:	Glycosyl hydrolase domain
yedK	2-222	143081	BB1717-like:	BB1717-like
yedL	3-149	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
fliM	49-231	103039	CheC-like:	CheC-like
    	249-323	101801	Surface presentation of antigens (SPOA):	Surface presentation of antigens (SPOA)
fliN	54-135	101801	Surface presentation of antigens (SPOA):	Surface presentation of antigens (SPOA)
yedP	6-232	56784	HAD-like:	HAD-like
dgcQ	403-560	55073	Nucleotide cyclase:	Ferredoxin-like
vsr	2-153	52980	Restriction endonuclease-like:	Restriction endonuclease-like
dcm	87-450	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
yedJ	1-214	109604	HD-domain/PDEase-like:	HD-domain/PDEase-like
hchA	50-272	52317	Class I glutamine amidotransferase-like:	Flavodoxin-like
hprS	290-449	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	218-302	47384	Homodimeric domain of signal transducing histidine kinase:	ROP-like
hprR	1-125	52172	CheY-like:	Flavodoxin-like
    	117-219	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
yedX	25-137	49472	Transthyretin (synonym: prealbumin):	Prealbumin-like
zinT	32-216	50814	Lipocalins:	Lipocalins
yodB	2-173	81342	Transmembrane di-heme cytochromes:	Heme-binding four-helical bundle
mtfA	33-245	55486	Metalloproteases ("zincins"), catalytic domain:	Zincin-like
yeeJ	2166-2254	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	833-929	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	1035-1142	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	1553-1660	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	931-1038	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	1139-1241	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	1458-1556	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	530-626	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	1960-2055	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	1860-1950	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	1658-1750	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	1351-1450	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	1758-1850	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	739-836	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	2054-2157	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
    	1247-1347	49373	Invasin/intimin cell-adhesion fragments:	Immunoglobulin-like beta-sandwich
shiA	21-434	103473	MFS general substrate transporter:	MFS general substrate transporter
amn	9-484	53167	Purine and uridine phosphorylases:	Phosphorylase/hydrolase-like
cbl	88-294	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	2-112	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
nac	89-295	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	1-86	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
ldtA	95-146,174-231	141523	L,D-transpeptidase catalytic domain-like:	L,D-transpeptidase catalytic domain-like
cobT	6-344	52733	Nicotinate mononucleotide:5,6-dimethylbenzimidazole phosphoribosyltransferase (CobT):	Nicotinate mononucleotide:5,6-dimethylbenzimidazole phosphoribosyltransferase (CobT)
flu	146-397,450-702	51126	Pectin lyase-like:	Single-stranded right-handed beta-helix
    	712-1039	103515	Autotransporter:	Transmembrane beta-barrels
cbeA	8-118	143737	YeeU-like:	Profilin-like
sbmC	1-155	55136	Probable bacterial effector-binding domain:	Probable bacterial effector-binding domain
dacD	2-282	56601	beta-lactamase/transpeptidase-like:	beta-lactamase/transpeptidase-like
    	282-375	69189	Penicillin-binding protein associated domain:	Penicillin-binding protein associated domain
sbcB	9-474	53098	Ribonuclease H-like:	Ribonuclease H-like motif
yeeD	3-74	64307	SirA-like:	IF3-like
yeeY	90-292	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	5-88	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
hisD	6-429	53720	ALDH-like:	ALDH-like
hisC	8-352	53383	PLP-dependent transferases:	PLP-dependent transferase-like
hisB	1-158	56784	HAD-like:	HAD-like
    	252-342	54211	Ribosomal protein S5 domain 2-like:	Ribosomal protein S5 domain 2-like
    	167-251	54211	Ribosomal protein S5 domain 2-like:	Ribosomal protein S5 domain 2-like
hisA	1-242	51366	Ribulose-phoshate binding barrel:	TIM beta/alpha-barrel
wzzB	54-293	160355	Bacterial polysaccharide co-polymerase-like:	Ferredoxin-like
ugd	1-194	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	191-287	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
    	283-387	52413	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain:	Adenine nucleotide alpha hydrolase-like
gnd	177-467	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
    	4-173	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
wbbK	23-337	53756	UDP-Glycosyltransferase/glycogen phosphorylase:	UDP-Glycosyltransferase/glycogen phosphorylase
wbbJ	22-190	51161	Trimeric LpxA-like enzymes:	Single-stranded left-handed beta-helix
glf	1-263,331-364	51971	Nucleotide-binding domain:	Nucleotide-binding domain
    	245-313	54373	FAD-linked reductases, C-terminal domain:	FAD-linked reductases, C-terminal domain
rfbC	1-181	51182	RmlC-like cupins:	Double-stranded beta-helix
rfbA	5-287	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
rfbD	1-294	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
rfbB	1-340	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
wcaM	44-349	51126	Pectin lyase-like:	Single-stranded right-handed beta-helix
wcaL	14-82,117-404	53756	UDP-Glycosyltransferase/glycogen phosphorylase:	UDP-Glycosyltransferase/glycogen phosphorylase
cpsG	4-176	53738	Phosphoglucomutase, first 3 domains:	Phosphoglucomutase, first 3 domains
    	263-368	53738	Phosphoglucomutase, first 3 domains:	Phosphoglucomutase, first 3 domains
    	153-261	53738	Phosphoglucomutase, first 3 domains:	Phosphoglucomutase, first 3 domains
    	374-456	55957	Phosphoglucomutase, C-terminal domain:	TBP-like
cpsB	193-477	51182	RmlC-like cupins:	Double-stranded beta-helix
    	6-290	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
wcaI	2-322,354-403	53756	UDP-Glycosyltransferase/glycogen phosphorylase:	UDP-Glycosyltransferase/glycogen phosphorylase
gmm	2-153	55811	Nudix:	Nudix
fcl	1-318	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
wcaF	21-177	51161	Trimeric LpxA-like enzymes:	Single-stranded left-handed beta-helix
wcaE	2-206	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
wcaC	11-405	53756	UDP-Glycosyltransferase/glycogen phosphorylase:	UDP-Glycosyltransferase/glycogen phosphorylase
wcaA	5-233	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
wzc	527-707	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
dcd	1-193	51283	dUTPase-like:	beta-clip
dgcE	687-845	55073	Nucleotide cyclase:	Ferredoxin-like
    	309-419	55785	PYP-like sensor domain (PAS domain):	Profilin-like
    	541-669	55785	PYP-like sensor domain (PAS domain):	Profilin-like
    	899-1096	141868	EAL domain-like:	TIM beta/alpha-barrel
    	438-545	55785	PYP-like sensor domain (PAS domain):	Profilin-like
alkA	102-274	48150	DNA-glycosylase:	DNA-glycosylase
    	2-98	55945	TATA-box binding protein-like:	TBP-like
yegD	208-276,328-447	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
    	1-44,85-205	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
yegI	18-225	56112	Protein kinase-like (PK-like):	Protein kinase-like (PK-like)
pphC	10-144	81606	PP2C-like:	PP2C-like
yegL	22-173	53300	vWA-like:	vWA-like
mdtB	800-1028	82866	Multidrug efflux transporter AcrB transmembrane domain:	Multidrug efflux transporter AcrB transmembrane domain
    	299-498	82866	Multidrug efflux transporter AcrB transmembrane domain:	Multidrug efflux transporter AcrB transmembrane domain
    	49-138	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	146-191,277-333	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	565-661	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	719-800	82714	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains:	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
    	192-275	82714	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains:	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
mdtC	291-490	82866	Multidrug efflux transporter AcrB transmembrane domain:	Multidrug efflux transporter AcrB transmembrane domain
    	813-1010	82866	Multidrug efflux transporter AcrB transmembrane domain:	Multidrug efflux transporter AcrB transmembrane domain
    	136-182,268-324	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	40-135	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	555-650	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	703-785	82714	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains:	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
    	183-266	82714	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains:	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
    	662-701,788-833	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
mdtD	8-194,244-452	103473	MFS general substrate transporter:	MFS general substrate transporter
baeS	293-459	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	223-304	47384	Homodimeric domain of signal transducing histidine kinase:	ROP-like
    	188-236	158472	HAMP domain-like:	HAMP domain-like
yegP	1-57	160113	YegP-like:	YegP-like
    	61-108	160113	YegP-like:	YegP-like
yegS	21-288	111331	NAD kinase/diacylglycerol kinase-like:	NAD kinase/diacylglycerol kinase-like
gatD	1-170	50129	GroES-like:	GroES-like
   F	138-314	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
gatB	3-92	52794	PTS system IIB component-like:	Phosphotyrosine protein phosphatases I-like
gatA	6-143	55804	Phoshotransferase/anion transport protein:	Phoshotransferase/anion transport protein
gatZ	1-418	51569	Aldolase:	TIM beta/alpha-barrel
gatY	3-283	51569	Aldolase:	TIM beta/alpha-barrel
yegU	3-326	101478	ADP-ribosylglycohydrolase:	ADP-ribosylglycohydrolase
yegV	18-312	53613	Ribokinase-like:	Ribokinase-like
yegX	64-267	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
thiM	12-260	53613	Ribokinase-like:	Ribokinase-like
yehB	49-153	141729	FimD N-terminal domain-like:	FimD N-terminal domain-like
yehC	30-156	49354	PapD-like:	Immunoglobulin-like beta-sandwich
    	151-236	49584	Periplasmic chaperone C-domain:	C2 domain-like
yehD	29-176	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
metG	6-141,176-388	52374	Nucleotidylyl transferase:	Adenine nucleotide alpha hydrolase-like
    	391-548	47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases:	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases
    	570-676	50249	Nucleic acid-binding proteins:	OB-fold
    	142-176	57770	Methionyl-tRNA synthetase (MetRS), Zn-domain:	Rubredoxin-like
yehL	56-331	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
yehP	212-356	53300	vWA-like:	vWA-like
yehR	24-153	160704	YehR-like:	YehR-like
yehW	46-233	161098	MetI-like:	MetI-like
yehX	1-239	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	261-305	54631	CBS-domain pair:	CBS-domain pair
yehY	173-371	161098	MetI-like:	MetI-like
osmF	26-303	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
bglX	34-394	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
    	395-464,495-651	52279	Beta-D-glucan exohydrolase, C-terminal domain:	Flavodoxin-like
dld	275-567	55103	FAD-linked oxidases, C-terminal domain:	Ferredoxin-like
    	10-271	56176	FAD-binding/transporter-associated domain-like:	FAD-binding/transporter-associated domain-like
pbpG	3-277	56601	beta-lactamase/transpeptidase-like:	beta-lactamase/transpeptidase-like
yohF	3-245	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
dusC	1-302	51395	FMN-linked oxidoreductases:	TIM beta/alpha-barrel
preT	126-346	51971	Nucleotide-binding domain:	Nucleotide-binding domain
    	9-135	46548	alpha-helical ferredoxin:	Globin-like
preA	4-319	51395	FMN-linked oxidoreductases:	TIM beta/alpha-barrel
    	310-400	54862	4Fe-4S ferredoxins:	Ferredoxin-like
mglA	12-236	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	253-487	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
galS	61-331	53822	Periplasmic binding protein-like I:	Periplasmic binding protein-like I
    	1-59	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
nfo	4-276	51658	Xylose isomerase-like:	TIM beta/alpha-barrel
yeiI	61-340	53613	Ribokinase-like:	Ribokinase-like
    	1-54	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
rihB	3-307	53590	Nucleoside hydrolase:	Nucleoside hydrolase
yeiL	6-125	51206	cAMP-binding domain-like:	Double-stranded beta-helix
psuG	9-308	110581	Indigoidine synthase A-like:	Indigoidine synthase A-like
psuK	7-306	53613	Ribokinase-like:	Ribokinase-like
fruA	105-206	52794	PTS system IIB component-like:	Phosphotyrosine protein phosphatases I-like
    	4-88	52794	PTS system IIB component-like:	Phosphotyrosine protein phosphatases I-like
pdeN	267-514	141868	EAL domain-like:	TIM beta/alpha-barrel
yejA	49-590	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
yejE	135-321	161098	MetI-like:	MetI-like
yejF	276-525	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	5-256	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
radD	50-169,237-363	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	424-465	57829	Zn-binding ribosomal proteins:	Rubredoxin-like
narP	7-137	52172	CheY-like:	Flavodoxin-like
    	137-210	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
ccmH	218-327	48452	TPR-like:	alpha-alpha superhelix
napA	37-700	53706	Formate dehydrogenase/DMSO reductase, domains 1-3:	Formate dehydrogenase/DMSO reductase, domains 1-3
    	688-828	50692	ADC-like:	Double psi beta-barrel
eco	26-160	49772	Ecotin, trypsin inhibitor:	Ecotin, trypsin inhibitor
mqo	28-91,144-358	51905	FAD/NAD(P)-binding domain:	FAD/NAD(P)-binding domain
yojI	316-530	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	4-299	90123	ABC transporter transmembrane region:	ABC transporter transmembrane region
alkB	15-212	51197	Clavaminate synthase-like:	Double-stranded beta-helix
ada	2-92	57884	Ada DNA repair protein, N-terminal domain (N-Ada 10):	Ada DNA repair protein, N-terminal domain (N-Ada 10)
    	268-348	46767	Methylated DNA-protein cysteine methyltransferase, C-terminal domain:	DNA/RNA-binding 3-helical bundle
    	187-267	53155	Methylated DNA-protein cysteine methyltransferase domain:	Ribonuclease H-like motif
    	85-133	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
ftp	34-346	143631	ApbE-like:	T-fold
ompC	22-367	56935	Porins:	Transmembrane beta-barrels
rcsD	803-889	47226	Histidine-containing phosphotransfer domain, HPT domain:	Four-helical up-and-down bundle
    	517-677	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
rcsC	523-694	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	701-815	52172	CheY-like:	Flavodoxin-like
    	824-947	52172	CheY-like:	Flavodoxin-like
    	453-535	47384	Homodimeric domain of signal transducing histidine kinase:	ROP-like
atoS	443-602	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	253-367	55785	PYP-like sensor domain (PAS domain):	Profilin-like
    	379-452	47384	Homodimeric domain of signal transducing histidine kinase:	ROP-like
