Gene	Frame ID	Synonyms	Location	Complex	Cofactors	Essentiality (Lb Lennox)	Copy Number in Neidhardt EZ rich defined medium (molecules/cell)	Molecular Weight (from nucleotide sequece)	Mass (fg)	Overall # of Subunits	Unique Subunits	pI
insH7	G7092	yi52_7; trs5-7	cytosol	Monomer	None	No Info Available	No Info Available	37.851	No Info Available	1	1	9.797
insH8	G7150	trs5-8; yi52_8	cytosol	Monomer	None	No Info Available	No Info Available	37.851	No Info Available	1	1	9.797
insH9	G7548	trs5-9; yi52_9	cytosol	Monomer	None	No Info Available	No Info Available	37.851	No Info Available	1	1	9.797
insI1	G6131	tra8-1	cytosol	Monomer	None	No Info Available	No Info Available	44.267	No Info Available	1	1	11.125
insI2	G6725	tra8-2	cytosol	Monomer	None	No Info Available	No Info Available	44.281	No Info Available	1	1	No Info Available
insI3	G7905	tra8-3; insI4	cytosol	Monomer	None	No Info Available	No Info Available	44.281	No Info Available	1	1	11.125
insJ	G7776	yi5A; IS150 protein InsA	cytosol	Monomer	None	No Info Available	41	19.725	0.001342919	1	1	10.303
insJK	G0-10624	None	Unknown	Monomer	None	No Info Available	No Info Available	53.021	No Info Available	1	1	No Info Available
insK	G7777	dinS; yi5B; t150	cytosol	Monomer	None	No Info Available	26	33.477	0.001445337	1	1	9.773
insL1	G6083	yi81-1	cytosol	Monomer	None	No Info Available	No Info Available	40.909	No Info Available	1	1	8.455
insL2	G6327	yi81-2	cytosol	Monomer	None	No Info Available	No Info Available	40.909	No Info Available	1	1	8.455
insL3	G7255	yi81-3	cytosol	Monomer	None	No Info Available	No Info Available	40.909	No Info Available	1	1	8.455
insM	G0-10567	None	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
insN	G6130	yi91a; b0255; b0257; insN1	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
insO	G7904	yi91; yi91b; b4283; ECK0257; insN2; insO2; b4285; ECK4274; b4562; ECK4275; yjhW	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
insQ	G6743	ydcM	Unknown	Monomer	None	Growth	47	43.364	0.003384358	1	1	10.614
insX	G0-10433	ykgN; ECK0266	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	No Info Available
insZ	G6632	ychG; b1240; b1239	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
intA	EG11783	intX; slpA	cytosol	Monomer	None	Growth	286	46.652	0.022155696	1	1	9.844
intB	EG12364	int(P4); yjgC	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	9.729
intD	EG10507	int	cytosol	Monomer	None	Growth	17	45.09	0.001272853	1	1	10.047
intE	EG12370	int(Lambda); ycfI	cytosol	Monomer	None	Growth	No Info Available	42.799	No Info Available	1	1	10.292
intF	G6152	yagO	Unknown	Monomer	None	Growth	651	53.074	0.057373573	1	1	10.167
intG	G7044	None	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	9.877
intQ	G6837	None	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	9.619
intR	G6676	ydaP	cytosol	Monomer	None	Growth	11	47.539	0.000868344	1	1	10.122
intS	G7218	intC; yfdB	cytosol	Monomer	None	Growth	264	44.061	0.019315563	1	1	9.598
intZ	G7272	None	Unknown	Monomer	None	No Info Available	54	45.381	0.004069274	1	1	10.203
iprA	G6226	yaiV	cytosol	Monomer	None	Growth	No Info Available	23.956	No Info Available	1	1	No Info Available
iraD	G7923	yjiD	cytosol	Monomer	None	Growth	No Info Available	14.747	No Info Available	1	1	6.187
iraM	G6600	elb1; ycgW; elbA	cytosol	Monomer	None	Growth	No Info Available	12.133	No Info Available	1	1	8.767
iraP	EG11256	yaiB	cytosol	Monomer	None	Growth	350	9.937	0.005775272	1	1	4.679
iroK	G0-10716	small protein IroK	Unknown	Monomer	None	No Info Available	No Info Available	2.33	No Info Available	1	1	9.336
IS128	G0-8908	None	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
iscR	G7326	yfhP	cytosol	Monomer	None	Growth	5551	17.337	0.159806436	1	1	7.076
iscU	G7324	yfhN; nifU	cytosol	Monomer	None	Growth	13785	13.849	0.317010959	1	1	4.678
iscX	EG12311	yfhJ; regulator of iron-sulfur cluster assembly	cytosol	Monomer	None	Growth	4185	7.732	0.05373242	1	1	3.757
ispA	EG10508	None	cytosol	Monomer	Mg2+ 	No Growth	950	32.16	0.050732789	1	1	5.2
ispG	EG10370	gcpE; flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	cytosol	Monomer	"a [4Fe-4S] iron-sulfur cluster , Mn2+ "	No Growth	1678	40.684	0.113361267	1	1	5.918
isrB	G0-8904	IS092	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
isrC	G0-8905	IS102	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
istR	G0-10201	psrA19; istR-1; istR-2	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
istR-1	G0-10202	None	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
ivbL	EG11275	None	cytosol	Monomer	None	Growth	614	3.206	0.003268745	1	1	11.272
jayE	G6596	ymfP	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	4.584
kbp	G7395	yzzM; ygaU	cytosol	Monomer	None	Growth	418	16.063	0.011149414	1	1	No Info Available
kdgK	EG12253	yhjI	cytosol	Monomer	Mn2+ 	Growth	2326	33.962	0.131175298	1	1	4.789
kdgR	G7003	yebP	cytosol	Monomer	None	Growth	2240	30.029	0.111696092	1	1	5.354
kdgT	EG11869	None	inner membrane	Monomer	None	Growth	No Info Available	33.669	No Info Available	1	1	9.241
kdpE	EG10517	KdpE response regulator; KdpE transcriptional activator	cytosol	Monomer	None	Growth	127	25.362	0.005348553	1	1	6.151
kdsB	EG10519	None	cytosol	Monomer	Mg2+ 	No Growth	3374	27.614	0.154711818	1	1	5.042
kduD	EG12361	yqeD; ygeC	cytosol	Monomer	None	Growth	177	27.07	0.00795629	1	1	5.133
kefB	EG20110	trkB; KefB potassium CPA2 transporter	inner membrane	Monomer	None	Growth	32	66.411	0.003528898	1	1	6.247
kefG	G7717	yheR; protein required for KefB activity	"cytosol, inner membrane"	Monomer	None	Growth	69	20.958	0.002401309	1	1	7.945
kgtP	EG10522	witA; α-ketoglutarate MFS transporter	inner membrane	Monomer	None	Growth	4544	47.052	0.355030367	1	1	9.509
kilR	EG12155	ydaD; kil; killing protein KilR	cytosol	Monomer	None	Growth	No Info Available	8.434	No Info Available	1	1	9.934
kptA	G7928	yjiI	cytosol	Monomer	None	Growth	No Info Available	20.53	No Info Available	1	1	9.565
kup	EG11541	trkD	inner membrane	Monomer	None	Growth	404	69.294	0.046486418	1	1	9.099
lacI	EG10525	transcriptional repressor of the lac operon	cytosol	Monomer	None	Growth	265	38.59	0.016981253	1	1	6.554
lacY	EG10526	lactose/melibiose:H+ symporter; lac permease; galactoside:proton symporter	inner membrane	Monomer	None	Growth	No Info Available	46.503	No Info Available	1	1	8.593
lafU	G6114	mbhA	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	7.454
lapA	G6637	yciS	inner membrane	Monomer	None	Growth	702	11.351	0.013231843	1	1	9.812
lapB	EG12691	yciM	"inner membrane, cytosol"	Monomer	None	Indeterminate	147	44.531	0.010869983	1	1	6.082
ldcA	G6621	ycgQ	cytosol	Monomer	None	Growth	380	33.567	0.021180939	1	1	6.259
ldrA	G0-9602	None	inner membrane	Monomer	None	No Info Available	No Info Available	4.014	No Info Available	1	1	11.104
ldrB	G0-9605	None	inner membrane	Monomer	None	No Info Available	No Info Available	3.972	No Info Available	1	1	11.104
ldrC	G0-9607	None	inner membrane	Monomer	None	No Info Available	No Info Available	4.014	No Info Available	1	1	No Info Available
ldrD	G0-9041	LdrD peptide of the LdrD-RdlD toxin-antitoxin system	inner membrane	Monomer	None	No Info Available	No Info Available	3.917	No Info Available	1	1	9.242
ldtA	G7073	yzzT; yeeG; erfK	periplasmic space	Monomer	None	Growth	71	34.411	0.004056997	1	1	No Info Available
ldtB	G6422	ybiS	periplasmic space	Monomer	None	Growth	4910	33.325	0.271706946	1	1	No Info Available
ldtC	G6571	ycfS	periplasmic space	Monomer	None	Growth	461	34.636	0.026514152	1	1	No Info Available
ldtD	EG11253	ycbB	"periplasmic space, inner membrane"	Monomer	None	Growth	81	67.812	0.009120962	1	1	No Info Available
ldtE	G6904	ynhG	periplasmic space	Monomer	None	Growth	101	36.082	0.006051473	1	1	No Info Available
ldtF	G6108	yafK	Unknown	Monomer	None	Growth	2380	28.021	0.110741315	1	1	No Info Available
lepA	EG10529	EF4; elongation factor 4	"cytosol, inner membrane"	Monomer	None	Growth	5939	66.57	0.656509436	1	1	5.321
lepB	EG10530	lep; LP1; SPase I; leader peptidase (signal peptidase I)	inner membrane	Monomer	None	No Growth	1315	35.96	0.078522574	1	1	7.046
leuA	EG11226	None	cytosol	Monomer	None	Growth	337	57.298	0.032064056	1	1	5.464
leuE	G6984	yeaS; LeuE leucine RhtB transporter	inner membrane	Monomer	None	Growth	324	23.201	0.012482478	1	1	9.761
leuL	EG11280	leuLP; leulL; leulLP; leuIP	cytosol	Monomer	None	Growth	1783	3.146	0.009314492	1	1	12.617
leuO	EG10531	None	cytosol	Monomer	None	Growth	No Info Available	35.695	No Info Available	1	1	5.926
leuP	EG30047	leuV-beta; leuVbeta; tRNAleuP	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
leuQ	EG30048	leuVgamma; tRNAleuQ	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
leuS	EG10532	syl; LeuRS	cytosol	Monomer	None	No Growth	8069	97.234	1.302827623	1	1	5.041
leuT	EG30049	tRNAleuT	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
leuU	EG30050	tRNAleuU	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
leuV	EG30051	leuValpha; tRNAleuV	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
leuW	EG30052	feeB; tRNAleuW	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
leuX	EG30053	Su-6; supP; tRNAleuX	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
leuZ	EG30054	tRNAleuZ	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
lfhA	G6113	fhiA	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	5.828
lgoD	G7945	yjjN	cytosol	Monomer	Zn2+ 	Growth	No Info Available	36.448	No Info Available	1	1	6.125
lgoR	G7944	yjjM	cytosol	Monomer	None	Growth	No Info Available	35.397	No Info Available	1	1	6.773
lgoT	EG12587	yjiZ; yjjL; L-galactonate  MFS transporter	inner membrane	Monomer	None	Growth	No Info Available	49.44	No Info Available	1	1	9.214
lgt	EG12128	umpA	inner membrane	Monomer	None	No Growth	1509	33.108	0.082960484	1	1	9.612
lhgD	EG12387	ygaF; lhgO	"inner membrane, cytosol"	Monomer	FAD 	Growth	No Info Available	46.082	No Info Available	1	1	No Info Available
lhr	EG11548	rhlF; member of  ATP-dependent helicase superfamily II	inner membrane	Monomer	None	Growth	5	169.38	0.001406311	1	1	6.443
ligA	EG10534	dnaL; lig; lop; pdeC	cytosol	Monomer	Mg2+ 	No Growth	2004	73.606	0.244940176	1	1	5.32
ligB	EG11334	yicF	cytosol	Monomer	Mg2+ 	Growth	No Info Available	63.179	No Info Available	1	1	9.2
lipB	EG11591	cde; lip; lipoyl-[acyl-carrier-protein]-protein-N-lipoyltransferase; lipoyl (octanoyl)-acyl carrier protein:protein transferase; lipoate-protein ligase B; lipoyl-protein ligase	cytosol	Monomer	None	Growth	980	23.883	0.038865481	1	1	5.986
lit	EG10535	"Lit, cell death peptidase; phage exclusion"	"cytosol, inner membrane"	Monomer	None	Growth	84	33.762	0.004709302	1	1	5.792
lldD	EG11963	lct; lctD	inner membrane	Monomer	FMN 	Growth	445	42.728	0.031573423	1	1	6.487
lldP	EG11961	lct; lctP	inner membrane	Monomer	None	Growth	44	59.168	0.004323034	1	1	8.805
lldR	EG11962	lct; lctR	cytosol	Monomer	None	Growth	61	29.166	0.002954308	1	1	6.613
lnt	EG10168	cutE	"periplasmic space, inner membrane"	Monomer	None	No Growth	442	57.066	0.041884062	1	1	9.532
loiP	EG11291	yggG	outer membrane	Monomer	None	Growth	1094	26.842	0.048761975	1	1	5.828
lolA	G6465	yzzV; lplA; p20	periplasmic space	Monomer	None	No Growth	1198	22.497	0.044753862	1	1	6.48
lolB	EG11293	hemM; ychC	"outer membrane, periplasmic space"	Monomer	None	No Growth	1417	23.551	0.055415122	1	1	8.991
lomR	G6692	b1369; b1371	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	4.91
lplA	EG11796	yjjF; slr; Slr1; lipoyl-protein ligase A	cytosol	Monomer	Mg2+ 	Growth	488	37.926	0.030733071	1	1	5.753
lplT	EG12455	ygeD	inner membrane	Monomer	None	Growth	100	41.656	0.006917141	1	1	9.553
lpoA	G7642	yraM	"periplasmic space, outer membrane"	Monomer	None	Growth	513	72.825	0.062036452	1	1	5.142
lpoB	G6565	ycfM	outer membrane	Monomer	None	Growth	1490	22.516	0.055709159	1	1	6.623
lpxC	EG10265	asmB; envA	cytosol	Monomer	None	No Growth	5806	33.956	0.327372841	1	1	5.551
lpxH	EG12666	ybbF	"inner membrane, cytosol"	Monomer	Mn2+ 	No Growth	214	26.894	0.009556927	1	1	7.415
lpxK	EG11409	ycaH	"cytosol, inner membrane"	Monomer	Mg2+ 	No Growth	264	35.589	0.015601588	1	1	8.452
lpxL	EG10464	htrB; waaM	inner membrane	Monomer	None	Growth	938	35.407	0.055149434	1	1	9.998
lpxM	EG10614	mlt; waaN; msbB; myristoyl-acyl carrier protein-dependent acyltransferase	"inner membrane, cell wall"	Monomer	None	Growth	787	37.41	0.048889042	1	1	9.777
lpxP	G7241	ddg	inner membrane	Monomer	None	Growth	27	35.493	0.001591313	1	1	10.011
lpxT	G7146	yeiU	inner membrane	Monomer	None	Growth	777	26.759	0.034525501	1	1	10.154
lrhA	EG12123	genR	cytosol	Monomer	None	Growth	962	34.594	0.055261789	1	1	5.107
lrp	EG10547	rblA; oppI; mbf; lstR; alsB; ihb; livR; lrs; lss	cytosol	Monomer	None	Growth	4901	18.887	0.153708107	1	1	8.891
lspA	EG10548	lsp; signal peptidase II; leader peptidase II; SPase II; diacylglycerol prolipoprotein signal peptidase; premurein-leader peptidase; prolipoprotein signal peptidase	inner membrane	Monomer	None	No Growth	1182	18.156	0.035635819	1	1	8.448
lsrG	G6805	yneC; phospho-AI-2 isomerase	cytosol	Monomer	None	Growth	No Info Available	11.255	No Info Available	1	1	5.782
lsrK	G6798	ydeV	cytosol	Monomer	None	Growth	No Info Available	57.545	No Info Available	1	1	5.174
lsrR	G6799	ydeW	cytosol	Monomer	None	Growth	83	33.797	0.004658063	1	1	6.364
luxS	EG12712	ygaG	cytosol	Monomer	None	Growth	9963	19.416	0.321217342	1	1	5.105
lysO	G6458	ybjE	inner membrane	Monomer	None	Growth	287	32.34	0.015412426	1	1	9.055
lysP	EG11337	cadR; lysine:proton symporter; lysine transporter; lysine specific permease	"periplasmic space, inner membrane"	Monomer	None	Growth	2365	53.576	0.210402319	1	1	8.867
lysQ	G6392	tRNAlysQ	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
lysR	EG10551	positive regulator for lys	cytosol	Monomer	None	Growth	82	34.365	0.004679283	1	1	7.072
lysT	EG30055	supL; supG; sua; lysTalpha; Su[beta]; tRNAlysT	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
lysV	EG30056	supN; tRNAlysV	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
lysW	EG30057	lysT-beta; lysTbeta; su; tRNAlysW	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
lysY	G6390	lysTg; lysTgamma; tRNAlysY	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
lysZ	G6391	tRNAlysZ	cytosol	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
lyxK	EG12284	lyx; xylK; sgbK; yiaP	cytosol	['LyxK]2']	Mg2+ 	Growth	No Info Available	No Info Available	55.155	No Info Available	2	1
mak	EG11288	yajF; manno(fructo)kinase; fructo(manno)kinase	cytosol	Monomer	Mg2+ 	Growth	458	32.5	0.024717124	1	1	5.414
malI	EG10557	None	cytosol	Monomer	None	Growth	102	36.625	0.006203359	1	1	6.634
malM	EG10559	molA	periplasmic space	Monomer	None	Growth	131	31.943	0.00694858	1	1	8.031
malQ	EG10561	malA; amylomaltase	cytosol	Monomer	None	Growth	222	78.503	0.02893932	1	1	6.265
malS	EG11316	None	periplasmic space	Monomer	Ca2+ 	Growth	12	75.713	0.001508693	1	1	5.308
malT	EG10562	malA	cytosol	Monomer	None	Growth	377	103.12	0.064555514	1	1	6.181
malX	EG10563	EIIBCmalX; Enzyme IIBCmalX	inner membrane	Monomer	None	Growth	61	56.627	0.005735912	1	1	8.414
malZ	EG10565	None	cytosol	Monomer	None	Growth	90	69.041	0.010318075	1	1	6.076
manA	EG10566	pmi	cytosol	Monomer	Zn2+ 	Growth	1879	42.85	0.13369855	1	1	5.219
maoP	EG11450	yifE	cytosol	Monomer	None	Growth	43279	13.134	0.943894206	1	1	No Info Available
map	EG10570	None	cytosol	Monomer	Fe2+ 	No Growth	9464	29.331	0.460946681	1	1	5.671
marA	EG11434	norB; inaR; cfxB; nfxC; soxQ	cytosol	Monomer	None	Growth	1160	15.184	0.029247805	1	1	9.532
marB	EG11599	None	periplasmic space	Monomer	None	Growth	266	7.537	0.003329118	1	1	5.27
marC	EG11637	ydeC; ydeB	inner membrane	Monomer	None	Growth	156	23.617	0.006117844	1	1	8.105
marR	EG11435	cfxB; inaR; soxQ	cytosol	Monomer	None	Growth	88	16.065	0.002347537	1	1	8.116
mbiA	EG11509	htpY; htgA	Unknown	Monomer	None	Growth	No Info Available	17.637	No Info Available	1	1	No Info Available
mcbA	G6415	ybiM; protein involved in colanic acid production	"periplasmic space, inner membrane"	Monomer	None	Growth	No Info Available	8.896	No Info Available	1	1	8.18
mcbR	G6761	yncC	cytosol	Monomer	None	Growth	No Info Available	25.151	No Info Available	1	1	6.564
mcrA	EG10573	rglA; restriction of DNA at 5-methylcytosine residues; EcoKMcrA	cytosol	Monomer	None	Growth	100	31.39	0.005212432	1	1	7.168
mcrB	EG10574	rglB	Unknown	Monomer	"Mg2+ , GTP "	Growth	No Info Available	34.659	No Info Available	1	1	5.14
mdfA	G6440	cmlA; cmr	inner membrane	Monomer	None	Growth	291	44.321	0.021416654	1	1	8.89
mdlA	G6248	mdl; Mdl-N	inner membrane	Monomer	None	Growth	75	66.017	0.008221785	1	1	6.229
mdlB	EG11622	mdl; Mdl-C	inner membrane	Monomer	None	Growth	70	65.223	0.007581374	1	1	5.747
mdtD	EG12136	yegB; iceT	inner membrane	Monomer	None	Growth	10	50.901	0.000845231	1	1	10.616
mdtG	EG11343	yceE; MdtG drug MFS transporter; MdtG multidrug efflux pump	inner membrane	Monomer	None	Growth	20	43.867	0.001456857	1	1	10.549
mdtH	G6559	yceL	inner membrane	Monomer	None	Growth	No Info Available	44.363	No Info Available	1	1	10.225
mdtK	EG12400	norE; norM; ydhE	inner membrane	Monomer	None	Growth	670	49.447	0.055012812	1	1	9.726
mdtL	EG11720	yidY; YidY drug MFS transporter; MdtL multidrug efflux pump	inner membrane	Monomer	None	Growth	55	41.49	0.003789267	1	1	8.71
mdtM	EG12576	yjiO; MdtM drug MFS transporter; multidrug efflux pump MdtM	inner membrane	Monomer	None	Growth	23	44.688	0.001706742	1	1	10.328
